http://www.metmuseum.org/art/collection/search/34,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34/20602/main-image,https://images.metmuseum.org/CRDImages/ad/original/204788.jpg
http://www.metmuseum.org/art/collection/search/37,https://collectionapi.metmuseum.org/api/collection/v1/iiif/37/46007/main-image,https://images.metmuseum.org/CRDImages/ad/original/DP247752.jpg
http://www.metmuseum.org/art/collection/search/38,https://collectionapi.metmuseum.org/api/collection/v1/iiif/38/46008/main-image,https://images.metmuseum.org/CRDImages/ad/original/DP247753.jpg
http://www.metmuseum.org/art/collection/search/39,https://collectionapi.metmuseum.org/api/collection/v1/iiif/39/4360/main-image,https://images.metmuseum.org/CRDImages/ad/original/37808.jpg
http://www.metmuseum.org/art/collection/search/40,https://collectionapi.metmuseum.org/api/collection/v1/iiif/40/17983/main-image,https://images.metmuseum.org/CRDImages/ad/original/174118.jpg
http://www.metmuseum.org/art/collection/search/41,https://collectionapi.metmuseum.org/api/collection/v1/iiif/41/18461/main-image,https://images.metmuseum.org/CRDImages/ad/original/187154.jpg
http://www.metmuseum.org/art/collection/search/42,https://collectionapi.metmuseum.org/api/collection/v1/iiif/42/13285/main-image,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg
http://www.metmuseum.org/art/collection/search/43,https://collectionapi.metmuseum.org/api/collection/v1/iiif/43/13286/main-image,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg
http://www.metmuseum.org/art/collection/search/44,https://collectionapi.metmuseum.org/api/collection/v1/iiif/44/2509/main-image,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg
http://www.metmuseum.org/art/collection/search/45,https://collectionapi.metmuseum.org/api/collection/v1/iiif/45/2510/main-image,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg
http://www.metmuseum.org/art/collection/search/46,https://collectionapi.metmuseum.org/api/collection/v1/iiif/46/2512/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/47,https://collectionapi.metmuseum.org/api/collection/v1/iiif/47/2513/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/50,https://collectionapi.metmuseum.org/api/collection/v1/iiif/50/2521/main-image,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg
http://www.metmuseum.org/art/collection/search/51,https://collectionapi.metmuseum.org/api/collection/v1/iiif/51/2522/main-image,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg
http://www.metmuseum.org/art/collection/search/52,https://collectionapi.metmuseum.org/api/collection/v1/iiif/52/2514/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/53,https://collectionapi.metmuseum.org/api/collection/v1/iiif/53/2515/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/56,https://collectionapi.metmuseum.org/api/collection/v1/iiif/56/2516/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/57,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57/2517/main-image,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg
http://www.metmuseum.org/art/collection/search/62,https://collectionapi.metmuseum.org/api/collection/v1/iiif/62/4925/main-image,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg
http://www.metmuseum.org/art/collection/search/63,https://collectionapi.metmuseum.org/api/collection/v1/iiif/63/4927/main-image,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg
http://www.metmuseum.org/art/collection/search/64,https://collectionapi.metmuseum.org/api/collection/v1/iiif/64/5055/main-image,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg
http://www.metmuseum.org/art/collection/search/65,https://collectionapi.metmuseum.org/api/collection/v1/iiif/65/5056/main-image,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg
http://www.metmuseum.org/art/collection/search/68,https://collectionapi.metmuseum.org/api/collection/v1/iiif/68/7309/main-image,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg
http://www.metmuseum.org/art/collection/search/69,https://collectionapi.metmuseum.org/api/collection/v1/iiif/69/7310/main-image,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg
http://www.metmuseum.org/art/collection/search/70,https://collectionapi.metmuseum.org/api/collection/v1/iiif/70/8657/main-image,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg
http://www.metmuseum.org/art/collection/search/71,https://collectionapi.metmuseum.org/api/collection/v1/iiif/71/8658/main-image,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg
http://www.metmuseum.org/art/collection/search/74,https://collectionapi.metmuseum.org/api/collection/v1/iiif/74/9218/main-image,https://images.metmuseum.org/CRDImages/ad/original/110314.jpg
